filename,relative_path,page_number,num_pages,file_size_kb,preview
HOUSE_OVERSIGHT_012898.txt,TEXT\001\HOUSE_OVERSIGHT_012898.txt,12898,1,1.04,From: Tonja Haddad Coleman  Sent: 5/13/2013 10:28:30 PM  To: Jeffrey Epstein [jeeyacation@gmail.com]; Darren Indyke  ;11111111111111111.1111111111111 _  ; Debbie Fein  Importance: High  Farmer Jaffe i
HOUSE_OVERSIGHT_013405.txt,TEXT\001\HOUSE_OVERSIGHT_013405.txt,13405,10,26.68,From: Darren Indyke  To: Jackie Perczel  Date: 4/7/2011 1:44 PM  Subject: Privileged and Confidential  Attachments: Attorneys Say Miami Prosecutors Violated Crime Victims' Rights Act I Main Justice.pd
HOUSE_OVERSIGHT_013415.txt,TEXT\001\HOUSE_OVERSIGHT_013415.txt,13415,20,50.77,From: Darren Indyke >  To: Jackie Perczek  Date: 4/7/2011 1:27 PM  Subject: Privileged and Confidential  Attachments: Edwards Articles -1.doc; Edwards Articles - 12.pdf; Edwards Articles - 10.pdf; Edw
HOUSE_OVERSIGHT_013460.txt,TEXT\001\HOUSE_OVERSIGHT_013460.txt,13460,3,7.39,From: Boris Nikolic  Sent: 3/23/2012 7:10:58 PM  To: Jeffrey Epstein (jeeyacation@gmail.com) [jeeyacation@gmail.com]  Subject: FW: World Bank Nominee  Attachments: image005.jpg; image006.jpg  Importan
HOUSE_OVERSIGHT_013482.txt,TEXT\001\HOUSE_OVERSIGHT_013482.txt,13482,2,9.6,From: Steven Victor MD 111.11111.....  Sent: 11/23/2012 1:06:38 PM  To:  CC:  Subject: Report on Stem Cells future  PUBLISHED: 22 NOVEMBER 2012  The view from the US: Stem cell therapy steps up a gear
HOUSE_OVERSIGHT_013484.txt,TEXT\001\HOUSE_OVERSIGHT_013484.txt,13484,5,17.57,From: Ian Osborne  Sent: 11/28/2012 5:55:14 PM  To: Jeffrey Epstein [jeevacation@gmail.com]  Subject: Fwd: Invite to Dialog 2014 (16 months away)  Importance: High  Same shit. Peter doesn't even atten
HOUSE_OVERSIGHT_014310.txt,TEXT\001\HOUSE_OVERSIGHT_014310.txt,14310,2,3.2,"From: Ens, Amanda  Sent: 11/15/2016 2:44:06 PM  To: jeffrey E. [jeeyacation@gmail.com]; Richard Kahn  Subject: SPX put contingent on higher rates  Attachments: image001.jpg; image002.jpg; image003.jpg"
HOUSE_OVERSIGHT_014312.txt,TEXT\001\HOUSE_OVERSIGHT_014312.txt,14312,3,6.74,"From:  Sent:  To:  Subject:  Attachments:  Ens, Amanda  11/17/2016 6:05:47 PM  jeffrey E. [jeeyacation@gmail.com]; Richard Kahn  Financials: buy XLF Mar17 $22 call with $26 KO for $0.87 with full prem"
HOUSE_OVERSIGHT_014397.txt,TEXT\001\HOUSE_OVERSIGHT_014397.txt,14397,7,12.03,"From: Ens, Amanda [  Sent: 11/17/2016 8:55:12 PM  To: jeffrey E. [jeeyacation@gmail.com]; Richard Kahn  Subject: USDJPY testing 110. Buy Japan upside  Attachments: image001.png; image002.png; image003"
HOUSE_OVERSIGHT_014516.txt,TEXT\001\HOUSE_OVERSIGHT_014516.txt,14516,2,1.99,From: Richard Kahn  Sent: 12/15/2016 5:40:04 PM  To: jeffrey E. [jeeyacation@gmail.com]  Subject: Fwd: 2016 Election: Tax Changes Expected  Attachments: image001.png; Untitled attachment 417590.htm; T
HOUSE_OVERSIGHT_014523.txt,TEXT\001\HOUSE_OVERSIGHT_014523.txt,14523,2,4.44,"From:  Sent:  To:  Subject:  Attachments:  Importance:  Richard Kahn  12/15/2016 5:46:20 PM  jeffrey E. [jeeyacation@gmail.com]  Fwd: US Healthcare Year Ahead...Buy ACAD, AGN, ANTM, CELG, CVS, DHR, EW"
HOUSE_OVERSIGHT_014525.txt,TEXT\001\HOUSE_OVERSIGHT_014525.txt,14525,7,16.69,"From: Morris, Paul V  Sent: 1/5/2017 3:31:54 PM  To: Morris, Paul V  CC: Lehane, Sean T  Subject: The Year Ahead: A World of Change (Short Version Below For Convenience)  Attachments: image001.jpg; im"
HOUSE_OVERSIGHT_014695.txt,TEXT\001\HOUSE_OVERSIGHT_014695.txt,14695,2,3.96,"From: Ens, Amanda  Sent: 1/27/2017 8:03:49 PM  To: jeffrey E. [jeeyacation@gmail.com]; Richard Kahn  Subject: Meet with our Global Head of Commodities - Monday at 10:15am at One Bryant Park  Attachmen"
HOUSE_OVERSIGHT_014717.txt,TEXT\001\HOUSE_OVERSIGHT_014717.txt,14717,4,11.23,"From: Ens, Amanda  Sent: 3/16/2017 6:27:30 PM  To: jeffrey E. [jeevacation@gmail.com]; Richard Kahn  Subject: Buy hedges for May expiry  Attachments: image001.jpg; Woo - Cause and Effect - 13-Feb-2017"
HOUSE_OVERSIGHT_014857.txt,TEXT\001\HOUSE_OVERSIGHT_014857.txt,14857,3,4.29,From: Richard Kahn_______________________________  Sent: 4/4/2017 5:28:21 PM  To: jeffrey E. [jeeyacation@gmail.com]  Subject: Fwd: White House exploring VAT (Washington Post)  Attachments: image002jp
HOUSE_OVERSIGHT_014860.txt,TEXT\001\HOUSE_OVERSIGHT_014860.txt,14860,5,10.82,"From: Ens, Amanda  Sent: 4/7/2017 12:24:59 PM  To: jeffrey E. [jeeyacation@gmail.com]; Richard Kahn  Subject: EU BANKS: BIG EQUITY OUTFLOWS BUT REMAIN UPBEAT ON REFLATION TRADE: SALES TOP PICKS = SOC "
HOUSE_OVERSIGHT_015002.txt,TEXT\001\HOUSE_OVERSIGHT_015002.txt,15002,13,41.31,"From: Weingarten, Reid _____________________________________  Sent: 7/4/2017 4:46:06 PM  To: jeevacation@gmail.com  Subject: Fw: The new iterations of Ghislaine Maxwell  Importance: High  Sent from my"
HOUSE_OVERSIGHT_015015.txt,TEXT\001\HOUSE_OVERSIGHT_015015.txt,15015,13,42.19,"From:  Sent:  To:  Subject:  Weingarten, Reid  7/4/2017 5:57:07 PM  jeffrey E. [jeevacation@gmail.com]  Re: The new iterations of Ghislaine Maxwell  Importance: High  Too down...give me another day  S"
HOUSE_OVERSIGHT_016218.txt,TEXT\001\HOUSE_OVERSIGHT_016218.txt,16218,3,3.42,From: Richard Kahn  Sent: 5/9/2018 1:51:01 AM  To: Jeffrey Epstein [jeeyacation@gmail.com]  Subject: AT&T confirms it paid Trump lawyer Michael Cohen for 'insights' on administration  Importance: High
HOUSE_OVERSIGHT_016413.txt,TEXT\001\HOUSE_OVERSIGHT_016413.txt,16413,7,11.38,"From:  Sent:  To:  Subject:  Attachments:  Morris, Paul V  1/15/2019 4:44:33 PM  jeffrey E. [jeeyacation@gmail.com]  Opportunity Zones  image001.jpg; image002.jpg; image003.jpg; image004.jpg  Importan"
HOUSE_OVERSIGHT_016692.txt,TEXT\001\HOUSE_OVERSIGHT_016692.txt,16692,1,0.41,"From:  To:  Subject:  Date:  John Page  Re: Russian House  Monday, May 04, 2009 5:23:18 PM  Mayor:  Happy to help. The address is 515 N. County Road.  JP  From:  To:  Date: 05/04/2009 04:28 PM  Subjec"
HOUSE_OVERSIGHT_016693.txt,TEXT\001\HOUSE_OVERSIGHT_016693.txt,16693,1,0.44,"From:  To:  Subject:  Date:  John Page  Re: Trump house  Wednesday, November 19, 2008 7:54:32 AM  Mayor: The address you want is: 515 North County Road. (NOT North Ocean Blvd.) JP  From:  To:  Date: 1"
HOUSE_OVERSIGHT_016801.txt,TEXT\001\HOUSE_OVERSIGHT_016801.txt,16801,3,6.39,From:  Sent:  To:  Subject:  Paul Morris  7/2/2019 4:24:45 PM  jeevacation@gmail.com  Capital Market Outlook  Capital Market Outlook  Chief Investment Office  Capital Market Outlook from our Chief Inv
HOUSE_OVERSIGHT_017523.txt,TEXT\001\HOUSE_OVERSIGHT_017523.txt,17523,1,1.62,From: Barbro C Ehnbom  Sent: 8/18/2012 4:11:07 PM  To: JEEVACATION@gmail.com  Subject: Fwd: Program & Attendee list  Attachments: SALSS Attendee 2012 FINAL v2.pdf; Untitled attachment 60978.htm; SALSS
HOUSE_OVERSIGHT_017574.txt,TEXT\001\HOUSE_OVERSIGHT_017574.txt,17574,7,17.98,From: Lisa Randall  Sent: 11/28/2012 4:17:19 PM  To: Jeffrey Epstein [jeevacation@gmail.com]  Subject: Fwd: Invite to Dialog 2014 (16 months away)  Importance: High  Is this worthwhile?  -------- Orig
HOUSE_OVERSIGHT_017581.txt,TEXT\001\HOUSE_OVERSIGHT_017581.txt,17581,9,18.89,From:  Sent:  To:  Subject:  11/28/2012 5:28:55 PM  Jeffrey Epstein [jeeyacation@gmail.com]  Re: Invite to Dialog 2014 (16 months away)  Importance: High  So let me understand. You are suggesting tour
HOUSE_OVERSIGHT_017590.txt,TEXT\001\HOUSE_OVERSIGHT_017590.txt,17590,13,42.06,"From: jeffrey E. [jeeyacation@gmail.com]  Sent: 7/4/2017 4:53:13 PM  To: Weingarten, Reid  Subject: Re: Fw: The new iterations of Ghislaine Maxwell  Importance: High  On Tue, Jul 4, 2017 at 6:46 PM We"
HOUSE_OVERSIGHT_017827.txt,TEXT\001\HOUSE_OVERSIGHT_017827.txt,17827,3,4.62,From: J [jeevacation@gmail.com]  Sent: 4/23/2019 9:55:44 AM  To: Steve Bannon  Subject: Re: Netflix/Jeffrey Epstein  patterson book on my a flop and his work with clinton worse. hes old. but has a nam
HOUSE_OVERSIGHT_018045.txt,TEXT\001\HOUSE_OVERSIGHT_018045.txt,18045,39,80.12,"From: Jeffrey Epstein [jeevacation@gmail.com]  Sent: 9/10/2010 4:01:03 PM  To: Lesley Groff  Subject: Re: List of Events from Siegel  I only wanted what peggy was hositng  On Fri, Sep 10, 2010 at 11:5"
HOUSE_OVERSIGHT_018084.txt,TEXT\001\HOUSE_OVERSIGHT_018084.txt,18084,1,2.48,"From: Jeffrey Epstein [jeeyacation@gmail.com]  Sent: 10/28/2010 4:16:11 PM  To: • Faith Kates [  Special tax benefits could help founders and investors  by Craig Sherman and Andrew Bryant on Tuesday, "
HOUSE_OVERSIGHT_018119.txt,TEXT\001\HOUSE_OVERSIGHT_018119.txt,18119,39,69.64,"From: Jeffrey Epstein [jeeyacation@gmail.com]  Sent: 9/22/2011 4:48:35 AM  To: Sultan Bin Sulayem  Subject: Re: Gps GTX Smart Shoe  thanks, great idea , i really like your friend.  On Thu, Sep 22, 201"
HOUSE_OVERSIGHT_018158.txt,TEXT\001\HOUSE_OVERSIGHT_018158.txt,18158,39,69.78,From: Jeffrey Epstein [jeeyacation@gmail.com]  Sent: 9/22/2011 10:19:51 AM  To: Sultan Bin Sulayem ________________________________________  Subject: Re: Gps GTX Smart Shoe  we will have dinnner at 8 
HOUSE_OVERSIGHT_018197.txt,TEXT\001\HOUSE_OVERSIGHT_018197.txt,18197,27,55.42,From: Jeffrey Epstein [jeeyacation@gmail.com]  Sent: 2/15/2013 4:52:58 PM  To: Larry Summers  take-it-or-leave-it deal by the U.S. on the  nuclear issue is the wrong strategy   Ray Takeyh  February 14
HOUSE_OVERSIGHT_019105.txt,TEXT\001\HOUSE_OVERSIGHT_019105.txt,19105,4,5.26,From: Darren Indyke  Sent: 8/17/2016 3:27:07 PM  To: Jeffrey Epstein [jeevacation@gmail.com]  Subject: Fwd: Privileged and Confidential - Fwd: JAMES PATTERSON NEW BOOK TELLING FEDS COVER UP OF BILLION
HOUSE_OVERSIGHT_019203.txt,TEXT\001\HOUSE_OVERSIGHT_019203.txt,19203,3,9.61,From: Lisa New  Sent: 12/19/2016 4:36:41 AM  To: Jeffrey Epstein [jeeyacation@gmail.com]  CC: Leah Reis-Dennis [  Subject: Thank You from Lisa and Poetry in America  Importance: High  Dear  Jeffrey  (
HOUSE_OVERSIGHT_019211.txt,TEXT\001\HOUSE_OVERSIGHT_019211.txt,19211,1,0.26,From: Bruce Moskowitz  Sent: 12/31/2016 11:57:08 PM  To: jeffrey E. [jeeyacation@gmail.com]  Subject: Chatter  Attachments: Trump and Doctors Meet.pdf; Untitled attachment 129107.txt  Importance: High
HOUSE_OVERSIGHT_019218.txt,TEXT\001\HOUSE_OVERSIGHT_019218.txt,19218,1,1.3,From: Harry Fisch  Sent: 1/25/2017 4:15:19 PM  To: jeffrey E. [jeeyacation@gmail.com]  Subject: Re:  Importance: High  NY state just passed a law last week guaranteeing coverage statewide exactly like
HOUSE_OVERSIGHT_019219.txt,TEXT\001\HOUSE_OVERSIGHT_019219.txt,19219,2,1.95,"From: Kathy Ruemmler  Sent: 2/11/2017 1:37:47 PM  To: jeffrey E. [jeeyacation@gmail.com]  Subject: Re:  Importance: High  No, I ranked much much lower  Sent from my iPad  On Feb 11, 2017, at 5:57 AM, "
HOUSE_OVERSIGHT_019302.txt,TEXT\001\HOUSE_OVERSIGHT_019302.txt,19302,3,4.72,"From: Steve Bannon  Sent: 7/22/2018 11:27:26 PM  To: jeffrey E. [jeevacation@gmail.com]  Subject: Fw:  Importance: High  Sent via BlackBerry by AT&T  From: Benjamin Harnwell  Date: Sun, 22 Jul 2018 22"
HOUSE_OVERSIGHT_019305.txt,TEXT\001\HOUSE_OVERSIGHT_019305.txt,19305,3,5.59,"From: Steve Bannon  Sent: 7/22/2018 11:58:18 PM  To: jeffrey E. [jeevacation@gmail.com]  Subject: Re: Fw:  Importance: High  Abandon Hope, All Ye Who Enter  Sent via BlackBerry by AT&T  From: ""jeffrey"
HOUSE_OVERSIGHT_019308.txt,TEXT\001\HOUSE_OVERSIGHT_019308.txt,19308,4,6.44,"From: Steve Bannon [1]  Sent: 7/23/2018 12:18:57 AM  To: jeffrey E. [jeevacation@gmail.com]  Subject: Re: Fw:  Importance: High  Well played sir  Sent via BlackBerry by AT&T  From: ""jeffrey E."" <jeeva"
HOUSE_OVERSIGHT_019312.txt,TEXT\001\HOUSE_OVERSIGHT_019312.txt,19312,4,7.28,"From: Steve Bannor  Sent: 7/23/2018 12:19:09 AM  To: jeffrey E. [jeevacation@gmail.com]  Subject: Re: Fw:  Importance: High  Yes  Sent via BlackBerry by AT&T  From: ""jeffrey E."" <jeevacation@gmail.com"
HOUSE_OVERSIGHT_019316.txt,TEXT\001\HOUSE_OVERSIGHT_019316.txt,19316,5,8.71,From: Steve Bannon  Sent: 7/23/2018 11:07:34 AM  To: jeffrey E. [jeevacation@gmail.com]  Subject: Re: Fw:  Importance: High  Agree 100%  How do I do that???  American Carnage amazing -- An Emmanual fi
HOUSE_OVERSIGHT_019321.txt,TEXT\001\HOUSE_OVERSIGHT_019321.txt,19321,5,9.56,"From: Steve Bannon  Sent: 7/23/2018 1:50:16 PM  To: jeffrey E. [jeevacation@gmail.com]  Subject: Re: Fw:  Importance: High  On Jul 23, 2018, at 9:49 AM, jeffrey E. <jeevacation@gmail.com> wrote:  We c"
HOUSE_OVERSIGHT_019326.txt,TEXT\001\HOUSE_OVERSIGHT_019326.txt,19326,4,10.4,From: jeffrey E. [jeeyacation@gmail.com]  Sent: 12/19/2016 10:39:57 AM  To: Lisa New  Subject: Re: Thank You from Lisa and Poetry in America  barnaby is no longer there. He is at Institue for Advanced
HOUSE_OVERSIGHT_019330.txt,TEXT\001\HOUSE_OVERSIGHT_019330.txt,19330,4,10.99,"From: jeffrey E. [jeeyacation@gmail.com]  Sent: 12/19/2016 3:01:54 PM  To: Lisa New  Subject: Re: Thank You from Lisa and Poetry in America  from barnaby -  she could apply, but she should know that t"
HOUSE_OVERSIGHT_019334.txt,TEXT\001\HOUSE_OVERSIGHT_019334.txt,19334,4,7.89,"From:  Sent:  To:  Subject:  jeffrey E. [jeeyacation@gmail.com]  7/23/2018 12:03:28 AM  Re: Fw:  Importance: High  Europe can be a wife not a mistress  On Mon, Jul 23, 2018 at 2:02 AM jeffrey E. <jeev"
HOUSE_OVERSIGHT_019338.txt,TEXT\001\HOUSE_OVERSIGHT_019338.txt,19338,5,10.18,"From: jeffrey E. [jeevacation@gmail.com]  Sent: 7/23/2018 1:58:04 PM  To: Steve Bannon  Subject: Re: Fw:  011-331-441-70210. In 2 hrs  On Mon, Jul 23, 2018 at 3:50 PM Steve Bannon <1j> wrote:  On Jul "
HOUSE_OVERSIGHT_019343.txt,TEXT\001\HOUSE_OVERSIGHT_019343.txt,19343,5,10.2,"From: jeffrey E. [jeevacation@gmail.com]  Sent: 7/23/2018 3:32:23 PM  To: Steve Bannon I  Subject: Re: Fw:  available now?  On Mon, Jul 23, 2018 at 3:50 PM, Steve Bannon < > wrote:  On Jul 23, 2018, a"
HOUSE_OVERSIGHT_019348.txt,TEXT\001\HOUSE_OVERSIGHT_019348.txt,19348,4,7.43,"From: jeffrey E. [jeevacation@gmail.com]  Sent: 7/23/2018 3:58:02 PM  To: Steve Bannon  Subject: Re: Fw:  reacall , I am unaware of your playbook. however, whatever is good for you -- Im in. . I think"
HOUSE_OVERSIGHT_019407.txt,TEXT\001\HOUSE_OVERSIGHT_019407.txt,19407,2,4.52,From: Jay Lefkowitz _______________________________  Sent: 3/8/2011 4:40:35 PM  To: Michael S. Sitrick  Subject: Fw:  Importance: High  ; Jeffrey Epstein [jeeyacation@gmail.com]  Privileged - Redacted
HOUSE_OVERSIGHT_019409.txt,TEXT\001\HOUSE_OVERSIGHT_019409.txt,19409,3,4.25,From: Jay Lefkowitz  Sent: 3/8/2011 4:41:04 PM  To: Michael S. Sitrick [  Subject: Fw: Alexandra Wolfe called from Newsweek  Importance: High  ; Jeffrey Epstein [jeeyacation@gmail.com]  ----- Original
HOUSE_OVERSIGHT_019465.txt,TEXT\001\HOUSE_OVERSIGHT_019465.txt,19465,2,5.81,From: Peggy Siegal [  Sent: 3/7/2013 2:03:11 PM  To: jeeyacation@gmail.com  Subject: Fw: Oscar Diary  Importance: High  I am struggling thru this. It is so late already. I am so stressed out. Will fin
HOUSE_OVERSIGHT_019467.txt,TEXT\001\HOUSE_OVERSIGHT_019467.txt,19467,1,1.43,From:  Sent:  To:  Subject:  Attachments:  Darren Indyke  1/14/2015 11:43:26 PM  Jeffrey Epstein [jeeyacation@gmail.com]  Bill Clinton pictured with Jeffrey Epstein's social fixer at Chelsea's wedding
HOUSE_OVERSIGHT_019845.txt,TEXT\001\HOUSE_OVERSIGHT_019845.txt,19845,4,8.68,"From: Kathy Ruemmler [  Sent: 3/13/2017 2:45:19 PM  To: jeffrey E. [jeeyacation@gmail.com]  Subject: When It Comes to Wall Street, Preet Bharara Is No Hero - ProPublica  Importance: High  https://www."
HOUSE_OVERSIGHT_019873.txt,TEXT\001\HOUSE_OVERSIGHT_019873.txt,19873,1,0.65,From:  Sent:  To:  Subject:  Attachments:  1/8/2018 9:25:13 PM  jeffrey E. [jeeyacation@gmail.com]  Fwd: Fire and Fury - Michael Wolff.pdf  Fire and Fury - Michael Wolff.pdf  Importance: High  From:  
HOUSE_OVERSIGHT_020143.txt,TEXT\001\HOUSE_OVERSIGHT_020143.txt,20143,10,13.79,"From:  Sent:  To:  Subject:  Attachments:  Steven Sinofsky  2/21/2018 5:48:07 PM  Jeffrey Epstein [jeevacation@gmail.com]  Fwd: Pro Rata: Wednesday, February 21  image1.png  Importance: High  Excerpt "
HOUSE_OVERSIGHT_020437.txt,TEXT\001\HOUSE_OVERSIGHT_020437.txt,20437,3,8.0,From: Richard Kahn [ ii  Sent: 4/27/2018 8:25:30 PM  To: jeffrey E. [jeevacation@gmail.com]  Subject: Will Cohen Cooperate? Tenuous Finances May Provide Crucial Clues  Importance: High  shockingly it 
HOUSE_OVERSIGHT_020440.txt,TEXT\001\HOUSE_OVERSIGHT_020440.txt,20440,3,5.36,From:  Sent:  To:  Subject:  Steve Bannon [  7/22/2018 11:25:42 PM  jeffrey E. [jeevacation@gmail.com]  Fwd: Re:  Importance: High  Translation to follow  Begin forwarded message:  From: Benjamin Harn
HOUSE_OVERSIGHT_020443.txt,TEXT\001\HOUSE_OVERSIGHT_020443.txt,20443,3,6.46,From:  Sent:  To:  Subject:  Steve Bannon  8/27/2018 6:11:26 PM  jeffrey E. [jeevacation@gmail.com]  Fw: The `Deplorables' Called Into Battle Again - WSJ  Importance: High  Sent via BlackBerry by AT&T
HOUSE_OVERSIGHT_020446.txt,TEXT\001\HOUSE_OVERSIGHT_020446.txt,20446,1,1.8,From:  Sent:  To:  Subject:  Attachments:  [triyersr@gmail.com]  10/11/2018 5:34:33 PM  Jeffrey Epstein [jeeyacation@gmail.com]  Update  PHOTOS.pptx; HONOR KILLINGS MS.doc  Importance: High  miss chat
HOUSE_OVERSIGHT_020660.txt,TEXT\001\HOUSE_OVERSIGHT_020660.txt,20660,2,3.56,From:  Sent:  To:  Subject:  Robert Trivers  12/22/2018 8:21:20 PM  Jeffrey Epstein [jeevacation@gmail.com]  Missing message  Importance: High  no evidence you got the latest so i have sent you just t
HOUSE_OVERSIGHT_020666.txt,TEXT\001\HOUSE_OVERSIGHT_020666.txt,20666,149,26.53,From:  Sent: 3/7/2019 4:21:42 PM  To: Jeffery Edwards [jeeyacation@gmail.com]  Subject: Fwd: DeMilked - 30 Ordinary Photos With Amazing Backstories  Importance: High  Jeff/Warren: Go directly to photo
HOUSE_OVERSIGHT_020815.txt,TEXT\001\HOUSE_OVERSIGHT_020815.txt,20815,7,7.76,"From: Steve Bannon [  Sent: 5/13/2018 11:02:26 AM  To: jeffrey E. [jeevacation@gmail.com]  Subject: Fw: WSJ  Importance: High  Sent via BlackBerry by AT&T  From: Alexandra Preate  Date: Sat, 12 May 20"
HOUSE_OVERSIGHT_020822.txt,TEXT\001\HOUSE_OVERSIGHT_020822.txt,20822,2,3.93,"From: Jay Lefkowitz  Sent: 3/7/2011 7:11:08 PM  To: Jeffrey Epstein [jeeyacation@gmail.com]; Darren  Subject: Fw:  Importance: High  ----- Original Message -----  From: ""Wolfe, Alexandra"" [•  Sent: 03"
HOUSE_OVERSIGHT_021096.txt,TEXT\001\HOUSE_OVERSIGHT_021096.txt,21096,10,14.39,"From:  Sent:  To:  Subject:  Attachments:  jeffrey E. [jeevacation@gmail.com]  2/21/2018 5:55:09 PM  Steven Sinofsky  Re: Pro Rata: Wednesday, February 21  image1.png  Thx for taking the time  On Wed,"
HOUSE_OVERSIGHT_021106.txt,TEXT\001\HOUSE_OVERSIGHT_021106.txt,21106,7,8.4,"From: jeffrey E. [jeeyacation@gmail.com]  Sent: 5/13/2018 11:03:18 AM  To:  Subject: Re: Fw: WSJ  Nothing attached  On Sun, May 13, 2018 at 7:00 AM Steve Bannon < > wrote:  Sent via BlackBerry by AT&T"
HOUSE_OVERSIGHT_021113.txt,TEXT\001\HOUSE_OVERSIGHT_021113.txt,21113,7,6.58,From: J [jeevacation@gmail.com]  Sent: 4/23/2019 12:58:06 PM  To: Alan Dershowitz [1.1.11.110....ii]; Martin Weinberg [  Subject: Fwd: Announcing the 2019 Hillman Prize winners  ----------Forwarded me
HOUSE_OVERSIGHT_021216.txt,TEXT\001\HOUSE_OVERSIGHT_021216.txt,21216,7,6.21,From: Steve Bannon ______________________  Sent: 4/23/2019 12:57:52 PM  To: Michael Wolff [  CC: Jeffrey Epstein [jeevacation@gmail.com]  Subject: Re: Announcing the 2019 Hillman Prize winners  Import
HOUSE_OVERSIGHT_021223.txt,TEXT\001\HOUSE_OVERSIGHT_021223.txt,21223,7,6.39,From: Steve Bannon I  Sent: 4/23/2019 4:06:36 PM  To: Michael Wolff _________________________________1  CC: Jeffrey Epstein [jeevacation@gmail.com]  Subject: Re: Announcing the 2019 Hillman Prize winn
HOUSE_OVERSIGHT_021230.txt,TEXT\001\HOUSE_OVERSIGHT_021230.txt,21230,1,1.67,"From: Jeffrey Epstein [jeeyacation@gmail.com]  Sent: 6/27/2009 11:22:50 AM  To: Peggy Siegal  Subject: Re: July 22  now is fine  On Sat, Jun 27, 2009 at 7:05 AM, Peggy Siegal <I  > wrote:  Fine. What "
HOUSE_OVERSIGHT_021231.txt,TEXT\001\HOUSE_OVERSIGHT_021231.txt,21231,4,13.17,"From: Jeffrey Epstein [jeeyacation@gmail.com]  Sent: 7/12/2009 11:37:00 AM  To: Sultan Bin Sulayem [  Subject: Re: World economy growth interesting reading  mandelson is in london  On Sat, Jul 11, 200"
HOUSE_OVERSIGHT_021235.txt,TEXT\001\HOUSE_OVERSIGHT_021235.txt,21235,6,17.27,From: Jeffrey Epstein [jeeyacation@gmail.com]  Sent: 1/12/2010 12:28:25 AM  To: Peggy Siegal f________________________________  Subject: Re: My Wall Street 2 Story  terrific. i want to hear more about
